,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
25,5,confirmed_admissions_influenza_1d_7dav,2021-01-03,2021-10-28,298,8.5714286,,,hhs,hhs
26,6,confirmed_admissions_influenza_1d_7dav,2021-01-03,2021-10-28,298,28.1428571,,,hhs,hhs
27,7,confirmed_admissions_influenza_1d_7dav,2021-01-03,2021-10-28,298,3.8571429,,,hhs,hhs
28,8,confirmed_admissions_influenza_1d_7dav,2021-01-03,2021-10-28,298,0.8571429,,,hhs,hhs
29,9,confirmed_admissions_influenza_1d_7dav,2021-01-03,2021-10-28,298,11.8571429,,,hhs,hhs
30,1,confirmed_admissions_influenza_1d_7dav,2021-01-04,2021-10-28,297,2.0,,,hhs,hhs
31,10,confirmed_admissions_influenza_1d_7dav,2021-01-04,2021-10-28,297,0.8571429,,,hhs,hhs
32,2,confirmed_admissions_influenza_1d_7dav,2021-01-04,2021-10-28,297,5.7142857,,,hhs,hhs
33,3,confirmed_admissions_influenza_1d_7dav,2021-01-04,2021-10-28,297,10.4285714,,,hhs,hhs
34,4,confirmed_admissions_influenza_1d_7dav,2021-01-04,2021-10-28,297,28.2857143,,,hhs,hhs
35,5,confirmed_admissions_influenza_1d_7dav,2021-01-04,2021-10-28,297,8.2857143,,,hhs,hhs
36,6,confirmed_admissions_influenza_1d_7dav,2021-01-04,2021-10-28,297,24.1428571,,,hhs,hhs
37,7,confirmed_admissions_influenza_1d_7dav,2021-01-04,2021-10-28,297,3.7142857,,,hhs,hhs
38,8,confirmed_admissions_influenza_1d_7dav,2021-01-04,2021-10-28,297,0.8571429,,,hhs,hhs
39,9,confirmed_admissions_influenza_1d_7dav,2021-01-04,2021-10-28,297,12.2857143,,,hhs,hhs
40,1,confirmed_admissions_influenza_1d_7dav,2021-01-05,2021-10-28,296,1.2857143,,,hhs,hhs
41,10,confirmed_admissions_influenza_1d_7dav,2021-01-05,2021-10-28,296,0.8571429,,,hhs,hhs
42,2,confirmed_admissions_influenza_1d_7dav,2021-01-05,2021-10-28,296,4.5714286,,,hhs,hhs
43,3,confirmed_admissions_influenza_1d_7dav,2021-01-05,2021-10-28,296,10.8571429,,,hhs,hhs
44,4,confirmed_admissions_influenza_1d_7dav,2021-01-05,2021-10-28,296,29.0,,,hhs,hhs
45,5,confirmed_admissions_influenza_1d_7dav,2021-01-05,2021-10-28,296,7.5714286,,,hhs,hhs
46,6,confirmed_admissions_influenza_1d_7dav,2021-01-05,2021-10-28,296,22.1428571,,,hhs,hhs
47,7,confirmed_admissions_influenza_1d_7dav,2021-01-05,2021-10-28,296,4.0,,,hhs,hhs
48,8,confirmed_admissions_influenza_1d_7dav,2021-01-05,2021-10-28,296,1.0,,,hhs,hhs
49,9,confirmed_admissions_influenza_1d_7dav,2021-01-05,2021-10-28,296,11.2857143,,,hhs,hhs
50,1,confirmed_admissions_influenza_1d_7dav,2021-01-06,2021-10-28,295,1.4285714,,,hhs,hhs
51,10,confirmed_admissions_influenza_1d_7dav,2021-01-06,2021-10-28,295,0.8571429,,,hhs,hhs
52,2,confirmed_admissions_influenza_1d_7dav,2021-01-06,2021-10-28,295,5.8571429,,,hhs,hhs
53,3,confirmed_admissions_influenza_1d_7dav,2021-01-06,2021-10-28,295,11.4285714,,,hhs,hhs
54,4,confirmed_admissions_influenza_1d_7dav,2021-01-06,2021-10-28,295,28.5714286,,,hhs,hhs
55,5,confirmed_admissions_influenza_1d_7dav,2021-01-06,2021-10-28,295,7.4285714,,,hhs,hhs
56,6,confirmed_admissions_influenza_1d_7dav,2021-01-06,2021-10-28,295,18.1428571,,,hhs,hhs
57,7,confirmed_admissions_influenza_1d_7dav,2021-01-06,2021-10-28,295,3.8571429,,,hhs,hhs
58,8,confirmed_admissions_influenza_1d_7dav,2021-01-06,2021-10-28,295,0.8571429,,,hhs,hhs
59,9,confirmed_admissions_influenza_1d_7dav,2021-01-06,2021-10-28,295,13.1428571,,,hhs,hhs
60,1,confirmed_admissions_influenza_1d_7dav,2021-01-07,2021-10-28,294,1.2857143,,,hhs,hhs
61,10,confirmed_admissions_influenza_1d_7dav,2021-01-07,2021-10-28,294,0.8571429,,,hhs,hhs
62,2,confirmed_admissions_influenza_1d_7dav,2021-01-07,2021-10-28,294,6.0,,,hhs,hhs
63,3,confirmed_admissions_influenza_1d_7dav,2021-01-07,2021-10-28,294,12.5714286,,,hhs,hhs
64,4,confirmed_admissions_influenza_1d_7dav,2021-01-07,2021-10-28,294,28.0,,,hhs,hhs
65,5,confirmed_admissions_influenza_1d_7dav,2021-01-07,2021-10-28,294,7.0,,,hhs,hhs
66,6,confirmed_admissions_influenza_1d_7dav,2021-01-07,2021-10-28,294,19.0,,,hhs,hhs
67,7,confirmed_admissions_influenza_1d_7dav,2021-01-07,2021-10-28,294,3.8571429,,,hhs,hhs
68,8,confirmed_admissions_influenza_1d_7dav,2021-01-07,2021-10-28,294,0.7142857,,,hhs,hhs
69,9,confirmed_admissions_influenza_1d_7dav,2021-01-07,2021-10-28,294,15.1428571,,,hhs,hhs
70,1,confirmed_admissions_influenza_1d_7dav,2021-01-08,2021-10-28,293,0.8571429,,,hhs,hhs
71,10,confirmed_admissions_influenza_1d_7dav,2021-01-08,2021-10-28,293,0.7142857,,,hhs,hhs
72,2,confirmed_admissions_influenza_1d_7dav,2021-01-08,2021-10-28,293,5.4285714,,,hhs,hhs
73,3,confirmed_admissions_influenza_1d_7dav,2021-01-08,2021-10-28,293,13.1428571,,,hhs,hhs
74,4,confirmed_admissions_influenza_1d_7dav,2021-01-08,2021-10-28,293,28.7142857,,,hhs,hhs
75,5,confirmed_admissions_influenza_1d_7dav,2021-01-08,2021-10-28,293,6.5714286,,,hhs,hhs
76,6,confirmed_admissions_influenza_1d_7dav,2021-01-08,2021-10-28,293,18.8571429,,,hhs,hhs
77,7,confirmed_admissions_influenza_1d_7dav,2021-01-08,2021-10-28,293,4.2857143,,,hhs,hhs
78,8,confirmed_admissions_influenza_1d_7dav,2021-01-08,2021-10-28,293,0.4285714,,,hhs,hhs
79,9,confirmed_admissions_influenza_1d_7dav,2021-01-08,2021-10-28,293,15.1428571,,,hhs,hhs
80,1,confirmed_admissions_influenza_1d_7dav,2021-01-09,2021-10-28,292,0.5714286,,,hhs,hhs
81,10,confirmed_admissions_influenza_1d_7dav,2021-01-09,2021-10-28,292,0.5714286,,,hhs,hhs
82,2,confirmed_admissions_influenza_1d_7dav,2021-01-09,2021-10-28,292,5.1428571,,,hhs,hhs
83,3,confirmed_admissions_influenza_1d_7dav,2021-01-09,2021-10-28,292,14.1428571,,,hhs,hhs
84,4,confirmed_admissions_influenza_1d_7dav,2021-01-09,2021-10-28,292,30.1428571,,,hhs,hhs
85,5,confirmed_admissions_influenza_1d_7dav,2021-01-09,2021-10-28,292,5.7142857,,,hhs,hhs
86,6,confirmed_admissions_influenza_1d_7dav,2021-01-09,2021-10-28,292,18.5714286,,,hhs,hhs
87,7,confirmed_admissions_influenza_1d_7dav,2021-01-09,2021-10-28,292,4.5714286,,,hhs,hhs
88,8,confirmed_admissions_influenza_1d_7dav,2021-01-09,2021-10-28,292,0.2857143,,,hhs,hhs
89,9,confirmed_admissions_influenza_1d_7dav,2021-01-09,2021-10-28,292,15.2857143,,,hhs,hhs
90,1,confirmed_admissions_influenza_1d_7dav,2021-01-10,2021-10-28,291,0.4285714,,,hhs,hhs
91,10,confirmed_admissions_influenza_1d_7dav,2021-01-10,2021-10-28,291,0.4285714,,,hhs,hhs
92,2,confirmed_admissions_influenza_1d_7dav,2021-01-10,2021-10-28,291,5.7142857,,,hhs,hhs
93,3,confirmed_admissions_influenza_1d_7dav,2021-01-10,2021-10-28,291,13.8571429,,,hhs,hhs
94,4,confirmed_admissions_influenza_1d_7dav,2021-01-10,2021-10-28,291,32.4285714,,,hhs,hhs
95,5,confirmed_admissions_influenza_1d_7dav,2021-01-10,2021-10-28,291,5.1428571,,,hhs,hhs
96,6,confirmed_admissions_influenza_1d_7dav,2021-01-10,2021-10-28,291,18.8571429,,,hhs,hhs
97,7,confirmed_admissions_influenza_1d_7dav,2021-01-10,2021-10-28,291,5.2857143,,,hhs,hhs
98,8,confirmed_admissions_influenza_1d_7dav,2021-01-10,2021-10-28,291,0.4285714,,,hhs,hhs
99,9,confirmed_admissions_influenza_1d_7dav,2021-01-10,2021-10-28,291,15.5714286,,,hhs,hhs
100,1,confirmed_admissions_influenza_1d_7dav,2021-01-11,2021-10-28,290,0.4285714,,,hhs,hhs
101,10,confirmed_admissions_influenza_1d_7dav,2021-01-11,2021-10-28,290,0.4285714,,,hhs,hhs
102,2,confirmed_admissions_influenza_1d_7dav,2021-01-11,2021-10-28,290,5.8571429,,,hhs,hhs
103,3,confirmed_admissions_influenza_1d_7dav,2021-01-11,2021-10-28,290,14.5714286,,,hhs,hhs
104,4,confirmed_admissions_influenza_1d_7dav,2021-01-11,2021-10-28,290,31.8571429,,,hhs,hhs
105,5,confirmed_admissions_influenza_1d_7dav,2021-01-11,2021-10-28,290,5.4285714,,,hhs,hhs
106,6,confirmed_admissions_influenza_1d_7dav,2021-01-11,2021-10-28,290,18.4285714,,,hhs,hhs
107,7,confirmed_admissions_influenza_1d_7dav,2021-01-11,2021-10-28,290,5.7142857,,,hhs,hhs
108,8,confirmed_admissions_influenza_1d_7dav,2021-01-11,2021-10-28,290,1.1428571,,,hhs,hhs
109,9,confirmed_admissions_influenza_1d_7dav,2021-01-11,2021-10-28,290,14.7142857,,,hhs,hhs
110,1,confirmed_admissions_influenza_1d_7dav,2021-01-12,2021-10-28,289,0.5714286,,,hhs,hhs
111,10,confirmed_admissions_influenza_1d_7dav,2021-01-12,2021-10-28,289,0.2857143,,,hhs,hhs
112,2,confirmed_admissions_influenza_1d_7dav,2021-01-12,2021-10-28,289,6.0,,,hhs,hhs
113,3,confirmed_admissions_influenza_1d_7dav,2021-01-12,2021-10-28,289,14.5714286,,,hhs,hhs
114,4,confirmed_admissions_influenza_1d_7dav,2021-01-12,2021-10-28,289,31.2857143,,,hhs,hhs
115,5,confirmed_admissions_influenza_1d_7dav,2021-01-12,2021-10-28,289,5.2857143,,,hhs,hhs
116,6,confirmed_admissions_influenza_1d_7dav,2021-01-12,2021-10-28,289,18.4285714,,,hhs,hhs
117,7,confirmed_admissions_influenza_1d_7dav,2021-01-12,2021-10-28,289,5.1428571,,,hhs,hhs
118,8,confirmed_admissions_influenza_1d_7dav,2021-01-12,2021-10-28,289,1.2857143,,,hhs,hhs
119,9,confirmed_admissions_influenza_1d_7dav,2021-01-12,2021-10-28,289,15.0,,,hhs,hhs
120,1,confirmed_admissions_influenza_1d_7dav,2021-01-13,2021-10-28,288,0.4285714,,,hhs,hhs
121,10,confirmed_admissions_influenza_1d_7dav,2021-01-13,2021-10-28,288,0.2857143,,,hhs,hhs
122,2,confirmed_admissions_influenza_1d_7dav,2021-01-13,2021-10-28,288,5.1428571,,,hhs,hhs
123,3,confirmed_admissions_influenza_1d_7dav,2021-01-13,2021-10-28,288,14.4285714,,,hhs,hhs
124,4,confirmed_admissions_influenza_1d_7dav,2021-01-13,2021-10-28,288,31.4285714,,,hhs,hhs
125,5,confirmed_admissions_influenza_1d_7dav,2021-01-13,2021-10-28,288,4.8571429,,,hhs,hhs
126,6,confirmed_admissions_influenza_1d_7dav,2021-01-13,2021-10-28,288,19.5714286,,,hhs,hhs
127,7,confirmed_admissions_influenza_1d_7dav,2021-01-13,2021-10-28,288,5.2857143,,,hhs,hhs
128,8,confirmed_admissions_influenza_1d_7dav,2021-01-13,2021-10-28,288,1.7142857,,,hhs,hhs
129,9,confirmed_admissions_influenza_1d_7dav,2021-01-13,2021-10-28,288,13.7142857,,,hhs,hhs
130,1,confirmed_admissions_influenza_1d_7dav,2021-01-14,2021-10-28,287,0.4285714,,,hhs,hhs
131,10,confirmed_admissions_influenza_1d_7dav,2021-01-14,2021-10-28,287,0.1428571,,,hhs,hhs
132,2,confirmed_admissions_influenza_1d_7dav,2021-01-14,2021-10-28,287,4.8571429,,,hhs,hhs
133,3,confirmed_admissions_influenza_1d_7dav,2021-01-14,2021-10-28,287,13.5714286,,,hhs,hhs
134,4,confirmed_admissions_influenza_1d_7dav,2021-01-14,2021-10-28,287,31.2857143,,,hhs,hhs
135,5,confirmed_admissions_influenza_1d_7dav,2021-01-14,2021-10-28,287,4.7142857,,,hhs,hhs
136,6,confirmed_admissions_influenza_1d_7dav,2021-01-14,2021-10-28,287,19.2857143,,,hhs,hhs
137,7,confirmed_admissions_influenza_1d_7dav,2021-01-14,2021-10-28,287,5.0,,,hhs,hhs
138,8,confirmed_admissions_influenza_1d_7dav,2021-01-14,2021-10-28,287,2.1428571,,,hhs,hhs
139,9,confirmed_admissions_influenza_1d_7dav,2021-01-14,2021-10-28,287,11.4285714,,,hhs,hhs
140,1,confirmed_admissions_influenza_1d_7dav,2021-01-15,2021-10-28,286,0.5714286,,,hhs,hhs
141,10,confirmed_admissions_influenza_1d_7dav,2021-01-15,2021-10-28,286,0.2857143,,,hhs,hhs
142,2,confirmed_admissions_influenza_1d_7dav,2021-01-15,2021-10-28,286,5.5714286,,,hhs,hhs
143,3,confirmed_admissions_influenza_1d_7dav,2021-01-15,2021-10-28,286,13.0,,,hhs,hhs
144,4,confirmed_admissions_influenza_1d_7dav,2021-01-15,2021-10-28,286,31.4285714,,,hhs,hhs
145,5,confirmed_admissions_influenza_1d_7dav,2021-01-15,2021-10-28,286,4.4285714,,,hhs,hhs
146,6,confirmed_admissions_influenza_1d_7dav,2021-01-15,2021-10-28,286,19.5714286,,,hhs,hhs
147,7,confirmed_admissions_influenza_1d_7dav,2021-01-15,2021-10-28,286,4.5714286,,,hhs,hhs
148,8,confirmed_admissions_influenza_1d_7dav,2021-01-15,2021-10-28,286,2.5714286,,,hhs,hhs
149,9,confirmed_admissions_influenza_1d_7dav,2021-01-15,2021-10-28,286,12.2857143,,,hhs,hhs
150,1,confirmed_admissions_influenza_1d_7dav,2021-01-16,2021-10-28,285,0.5714286,,,hhs,hhs
151,10,confirmed_admissions_influenza_1d_7dav,2021-01-16,2021-10-28,285,0.2857143,,,hhs,hhs
152,2,confirmed_admissions_influenza_1d_7dav,2021-01-16,2021-10-28,285,5.5714286,,,hhs,hhs
153,3,confirmed_admissions_influenza_1d_7dav,2021-01-16,2021-10-28,285,12.5714286,,,hhs,hhs
154,4,confirmed_admissions_influenza_1d_7dav,2021-01-16,2021-10-28,285,30.1428571,,,hhs,hhs
155,5,confirmed_admissions_influenza_1d_7dav,2021-01-16,2021-10-28,285,4.1428571,,,hhs,hhs
156,6,confirmed_admissions_influenza_1d_7dav,2021-01-16,2021-10-28,285,22.4285714,,,hhs,hhs
157,7,confirmed_admissions_influenza_1d_7dav,2021-01-16,2021-10-28,285,3.8571429,,,hhs,hhs
158,8,confirmed_admissions_influenza_1d_7dav,2021-01-16,2021-10-28,285,2.5714286,,,hhs,hhs
159,9,confirmed_admissions_influenza_1d_7dav,2021-01-16,2021-10-28,285,12.1428571,,,hhs,hhs
160,1,confirmed_admissions_influenza_1d_7dav,2021-01-17,2021-10-28,284,0.7142857,,,hhs,hhs
161,10,confirmed_admissions_influenza_1d_7dav,2021-01-17,2021-10-28,284,0.2857143,,,hhs,hhs
162,2,confirmed_admissions_influenza_1d_7dav,2021-01-17,2021-10-28,284,4.8571429,,,hhs,hhs
163,3,confirmed_admissions_influenza_1d_7dav,2021-01-17,2021-10-28,284,12.7142857,,,hhs,hhs
164,4,confirmed_admissions_influenza_1d_7dav,2021-01-17,2021-10-28,284,29.4285714,,,hhs,hhs
165,5,confirmed_admissions_influenza_1d_7dav,2021-01-17,2021-10-28,284,3.8571429,,,hhs,hhs
166,6,confirmed_admissions_influenza_1d_7dav,2021-01-17,2021-10-28,284,22.2857143,,,hhs,hhs
167,7,confirmed_admissions_influenza_1d_7dav,2021-01-17,2021-10-28,284,3.1428571,,,hhs,hhs
168,8,confirmed_admissions_influenza_1d_7dav,2021-01-17,2021-10-28,284,2.4285714,,,hhs,hhs
169,9,confirmed_admissions_influenza_1d_7dav,2021-01-17,2021-10-28,284,12.0,,,hhs,hhs
170,1,confirmed_admissions_influenza_1d_7dav,2021-01-18,2021-10-28,283,0.5714286,,,hhs,hhs
171,10,confirmed_admissions_influenza_1d_7dav,2021-01-18,2021-10-28,283,0.2857143,,,hhs,hhs
172,2,confirmed_admissions_influenza_1d_7dav,2021-01-18,2021-10-28,283,5.2857143,,,hhs,hhs
173,3,confirmed_admissions_influenza_1d_7dav,2021-01-18,2021-10-28,283,13.0,,,hhs,hhs
174,4,confirmed_admissions_influenza_1d_7dav,2021-01-18,2021-10-28,283,27.4285714,,,hhs,hhs
175,5,confirmed_admissions_influenza_1d_7dav,2021-01-18,2021-10-28,283,3.1428571,,,hhs,hhs
176,6,confirmed_admissions_influenza_1d_7dav,2021-01-18,2021-10-28,283,23.4285714,,,hhs,hhs
177,7,confirmed_admissions_influenza_1d_7dav,2021-01-18,2021-10-28,283,3.0,,,hhs,hhs
178,8,confirmed_admissions_influenza_1d_7dav,2021-01-18,2021-10-28,283,1.7142857,,,hhs,hhs
179,9,confirmed_admissions_influenza_1d_7dav,2021-01-18,2021-10-28,283,12.0,,,hhs,hhs
180,1,confirmed_admissions_influenza_1d_7dav,2021-01-19,2021-10-28,282,0.5714286,,,hhs,hhs
181,10,confirmed_admissions_influenza_1d_7dav,2021-01-19,2021-10-28,282,0.2857143,,,hhs,hhs
182,2,confirmed_admissions_influenza_1d_7dav,2021-01-19,2021-10-28,282,4.8571429,,,hhs,hhs
183,3,confirmed_admissions_influenza_1d_7dav,2021-01-19,2021-10-28,282,12.7142857,,,hhs,hhs
184,4,confirmed_admissions_influenza_1d_7dav,2021-01-19,2021-10-28,282,26.8571429,,,hhs,hhs
185,5,confirmed_admissions_influenza_1d_7dav,2021-01-19,2021-10-28,282,3.1428571,,,hhs,hhs
186,6,confirmed_admissions_influenza_1d_7dav,2021-01-19,2021-10-28,282,23.1428571,,,hhs,hhs
187,7,confirmed_admissions_influenza_1d_7dav,2021-01-19,2021-10-28,282,3.2857143,,,hhs,hhs
188,8,confirmed_admissions_influenza_1d_7dav,2021-01-19,2021-10-28,282,1.5714286,,,hhs,hhs
189,9,confirmed_admissions_influenza_1d_7dav,2021-01-19,2021-10-28,282,11.2857143,,,hhs,hhs
190,1,confirmed_admissions_influenza_1d_7dav,2021-01-20,2021-10-28,281,0.5714286,,,hhs,hhs
191,10,confirmed_admissions_influenza_1d_7dav,2021-01-20,2021-10-28,281,0.1428571,,,hhs,hhs
192,2,confirmed_admissions_influenza_1d_7dav,2021-01-20,2021-10-28,281,5.1428571,,,hhs,hhs
193,3,confirmed_admissions_influenza_1d_7dav,2021-01-20,2021-10-28,281,12.0,,,hhs,hhs
194,4,confirmed_admissions_influenza_1d_7dav,2021-01-20,2021-10-28,281,25.7142857,,,hhs,hhs
195,5,confirmed_admissions_influenza_1d_7dav,2021-01-20,2021-10-28,281,3.2857143,,,hhs,hhs
196,6,confirmed_admissions_influenza_1d_7dav,2021-01-20,2021-10-28,281,22.7142857,,,hhs,hhs
197,7,confirmed_admissions_influenza_1d_7dav,2021-01-20,2021-10-28,281,2.5714286,,,hhs,hhs
198,8,confirmed_admissions_influenza_1d_7dav,2021-01-20,2021-10-28,281,1.5714286,,,hhs,hhs
199,9,confirmed_admissions_influenza_1d_7dav,2021-01-20,2021-10-28,281,10.8571429,,,hhs,hhs
200,1,confirmed_admissions_influenza_1d_7dav,2021-01-21,2021-10-28,280,0.5714286,,,hhs,hhs
201,10,confirmed_admissions_influenza_1d_7dav,2021-01-21,2021-10-28,280,0.1428571,,,hhs,hhs
202,2,confirmed_admissions_influenza_1d_7dav,2021-01-21,2021-10-28,280,5.7142857,,,hhs,hhs
203,3,confirmed_admissions_influenza_1d_7dav,2021-01-21,2021-10-28,280,11.4285714,,,hhs,hhs
204,4,confirmed_admissions_influenza_1d_7dav,2021-01-21,2021-10-28,280,26.7142857,,,hhs,hhs
205,5,confirmed_admissions_influenza_1d_7dav,2021-01-21,2021-10-28,280,3.7142857,,,hhs,hhs
206,6,confirmed_admissions_influenza_1d_7dav,2021-01-21,2021-10-28,280,21.4285714,,,hhs,hhs
207,7,confirmed_admissions_influenza_1d_7dav,2021-01-21,2021-10-28,280,2.7142857,,,hhs,hhs
208,8,confirmed_admissions_influenza_1d_7dav,2021-01-21,2021-10-28,280,1.4285714,,,hhs,hhs
209,9,confirmed_admissions_influenza_1d_7dav,2021-01-21,2021-10-28,280,10.0,,,hhs,hhs
210,1,confirmed_admissions_influenza_1d_7dav,2021-01-22,2021-10-28,279,0.5714286,,,hhs,hhs
211,10,confirmed_admissions_influenza_1d_7dav,2021-01-22,2021-10-28,279,0.0,,,hhs,hhs
212,2,confirmed_admissions_influenza_1d_7dav,2021-01-22,2021-10-28,279,6.1428571,,,hhs,hhs
213,3,confirmed_admissions_influenza_1d_7dav,2021-01-22,2021-10-28,279,10.7142857,,,hhs,hhs
214,4,confirmed_admissions_influenza_1d_7dav,2021-01-22,2021-10-28,279,26.0,,,hhs,hhs
215,5,confirmed_admissions_influenza_1d_7dav,2021-01-22,2021-10-28,279,4.2857143,,,hhs,hhs
216,6,confirmed_admissions_influenza_1d_7dav,2021-01-22,2021-10-28,279,20.0,,,hhs,hhs
217,7,confirmed_admissions_influenza_1d_7dav,2021-01-22,2021-10-28,279,2.5714286,,,hhs,hhs
218,8,confirmed_admissions_influenza_1d_7dav,2021-01-22,2021-10-28,279,1.2857143,,,hhs,hhs
219,9,confirmed_admissions_influenza_1d_7dav,2021-01-22,2021-10-28,279,8.7142857,,,hhs,hhs
220,1,confirmed_admissions_influenza_1d_7dav,2021-01-23,2021-10-28,278,0.5714286,,,hhs,hhs
221,10,confirmed_admissions_influenza_1d_7dav,2021-01-23,2021-10-28,278,0.0,,,hhs,hhs
222,2,confirmed_admissions_influenza_1d_7dav,2021-01-23,2021-10-28,278,5.8571429,,,hhs,hhs
223,3,confirmed_admissions_influenza_1d_7dav,2021-01-23,2021-10-28,278,10.4285714,,,hhs,hhs
224,4,confirmed_admissions_influenza_1d_7dav,2021-01-23,2021-10-28,278,26.8571429,,,hhs,hhs
225,5,confirmed_admissions_influenza_1d_7dav,2021-01-23,2021-10-28,278,4.7142857,,,hhs,hhs
226,6,confirmed_admissions_influenza_1d_7dav,2021-01-23,2021-10-28,278,17.4285714,,,hhs,hhs
227,7,confirmed_admissions_influenza_1d_7dav,2021-01-23,2021-10-28,278,2.4285714,,,hhs,hhs
228,8,confirmed_admissions_influenza_1d_7dav,2021-01-23,2021-10-28,278,1.5714286,,,hhs,hhs
229,9,confirmed_admissions_influenza_1d_7dav,2021-01-23,2021-10-28,278,8.0,,,hhs,hhs
230,1,confirmed_admissions_influenza_1d_7dav,2021-01-24,2021-10-28,277,0.4285714,,,hhs,hhs
231,10,confirmed_admissions_influenza_1d_7dav,2021-01-24,2021-10-28,277,0.0,,,hhs,hhs
232,2,confirmed_admissions_influenza_1d_7dav,2021-01-24,2021-10-28,277,6.4285714,,,hhs,hhs
233,3,confirmed_admissions_influenza_1d_7dav,2021-01-24,2021-10-28,277,10.1428571,,,hhs,hhs
234,4,confirmed_admissions_influenza_1d_7dav,2021-01-24,2021-10-28,277,26.4285714,,,hhs,hhs
235,5,confirmed_admissions_influenza_1d_7dav,2021-01-24,2021-10-28,277,5.7142857,,,hhs,hhs
236,6,confirmed_admissions_influenza_1d_7dav,2021-01-24,2021-10-28,277,17.2857143,,,hhs,hhs
237,7,confirmed_admissions_influenza_1d_7dav,2021-01-24,2021-10-28,277,2.4285714,,,hhs,hhs
238,8,confirmed_admissions_influenza_1d_7dav,2021-01-24,2021-10-28,277,1.5714286,,,hhs,hhs
239,9,confirmed_admissions_influenza_1d_7dav,2021-01-24,2021-10-28,277,7.5714286,,,hhs,hhs
240,1,confirmed_admissions_influenza_1d_7dav,2021-01-25,2021-10-28,276,0.4285714,,,hhs,hhs
241,10,confirmed_admissions_influenza_1d_7dav,2021-01-25,2021-10-28,276,0.0,,,hhs,hhs
242,2,confirmed_admissions_influenza_1d_7dav,2021-01-25,2021-10-28,276,6.7142857,,,hhs,hhs
243,3,confirmed_admissions_influenza_1d_7dav,2021-01-25,2021-10-28,276,9.4285714,,,hhs,hhs
244,4,confirmed_admissions_influenza_1d_7dav,2021-01-25,2021-10-28,276,28.0,,,hhs,hhs
245,5,confirmed_admissions_influenza_1d_7dav,2021-01-25,2021-10-28,276,6.1428571,,,hhs,hhs
246,6,confirmed_admissions_influenza_1d_7dav,2021-01-25,2021-10-28,276,16.4285714,,,hhs,hhs
247,7,confirmed_admissions_influenza_1d_7dav,2021-01-25,2021-10-28,276,2.2857143,,,hhs,hhs
248,8,confirmed_admissions_influenza_1d_7dav,2021-01-25,2021-10-28,276,1.7142857,,,hhs,hhs
